id,category,buwei,tiduan,xingdong,fangxiang,weizhi,detail,
16,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在臀部旁边，手掌向下，手指尖向前。吸气，然后慢慢弯曲臀部，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者将弯曲的臀部进行内外旋转，感受到臀大肌和周边肌肉的充分拉伸。保持这个姿势几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强臀部肌肉力量和灵活性，重点关注臀大肌、臀中肌和臀小肌的参与。
在进行此康复练习时，建议每周至少进行三次，每次每侧臀部重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
17,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在身体两侧，手掌向下，手指尖向前。吸气，然后慢慢将一只腿抬起，尽量保持身体平衡。将抬起的那只腿像骑自行车一样进行前后运动，感受大腿肌肉的拉伸和收缩。在此过程中，保持呼吸均匀。然后，慢慢将腿回到起始位置，重复此动作，然后换另一只腿进行。
此动作的主要目标是增强大腿肌肉力量和灵活性，重点关注股四头肌和臀大肌的参与。同时，这个动作也有助于提高核心肌群的稳定性和下肢的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每只腿重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
18,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在臀部旁边，手掌向下，手指尖向前。吸气，然后慢慢弯曲臀部和膝盖，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者开始旋转臀部，同时轻微向外伸展膝盖，感受臀部肌肉和大腿肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强臀部肌肉力量和灵活性，同时也有助于提高大腿肌肉的力量和核心肌群的稳定性。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每侧臀部和膝盖重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
19,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在身体两侧，手掌向下，手指尖向前。吸气，然后慢慢将一只膝盖抬起，尽量保持身体平衡。将膝盖沿身体表面缓慢向前移动，直至膝盖靠近胸部。在此过程中，保持呼吸均匀。然后，慢慢将膝盖回到起始位置，重复此动作，然后换另一只膝盖进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注大腿前侧的股四头肌和臀大肌的参与。同时，这个动作也有助于提高核心稳定肌群的稳定性和下肢的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每只膝盖重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
20,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在身体两侧，手掌向下，手指尖向前。吸气，然后慢慢弯曲胯关节，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者开始旋转盆骨，同时带动膝关节进行旋转，感受盆骨和下肢肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将盆骨回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强盆骨和下肢肌肉的力量和灵活性，重点关注股四头肌、臀大肌和核心稳定肌群的参与。同时，这个动作也有助于提高核心肌群的稳定性和下肢的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每侧盆骨和膝关节重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
21,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在膝盖上，手掌向下，手指尖向前。吸气，然后慢慢弯曲膝盖，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者继续弯曲膝盖，将膝盖向胸部提起，感受大腿肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将膝盖回到起始位置。重复此动作，然后换另一只膝盖进行。
此动作的主要目标是增强大腿肌肉力量和灵活性，重点关注大腿前侧的股四头肌的参与。同时，这个动作也有助于提高核心稳定肌群的稳定性和下肢的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每只膝盖重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
22,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在膝盖上，手掌向下，手指尖向前。吸气，然后慢慢弯曲膝盖，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者继续弯曲膝盖，将膝盖向胸部靠近，双手抓住双腿，感受大腿肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将膝盖回到起始位置。重复此动作，然后换另一只膝盖进行。
此动作的主要目标是增强大腿肌肉力量和灵活性，重点关注大腿前侧的股四头肌的参与。同时，这个动作也有助于提高核心稳定肌群的稳定性和下肢的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每只膝盖重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
23,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在臀部附近，手掌向下，手指尖向前。吸气，然后慢慢向后倾盆骨，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者开始交替弯曲臀部，感受盆骨和下肢肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将盆骨回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强盆骨和下肢肌肉的力量和灵活性，重点关注股四头肌、臀大肌和核心稳定肌群的参与。同时，这个动作也有助于提高核心肌群的稳定性和下肢的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每侧盆骨和臀部重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
24,其它,下肢,臀部,松动,屈曲,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。双手握住一根棍子，棍子位于身体上方，与地面平行。吸气，然后慢慢弯曲胯关节，用棍子带动双手往膝关节靠近，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者继续弯曲胯关节，感受大腿肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将棍子回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强大腿肌肉力量和灵活性，重点关注股四头肌、臀大肌和核心稳定肌群的参与。同时，这个动作也有助于提高核心肌群的稳定性和下肢的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每侧胯关节和手臂重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
25,其它,下肢,臀部,松动,外旋,坐位,"练习者端坐在凳子上，双腿自然伸直或微微弯曲，双脚平放在地面上。确保身体坐直，保持平衡。双手可以放在膝盖上或身体两侧，以便保持稳定。吸气，然后慢慢开始旋转左臀部，尽量保持身体平衡。旋转时，注意感受臀部肌肉的拉伸和收缩。旋转至最大幅度时，保持几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换右臀部进行。
此动作的主要目标是增强臀部肌肉力量和灵活性，重点关注臀大肌、臀中肌和臀小肌的参与。同时，这个动作也有助于提高核心肌群的稳定性和骨盆区域的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每个臀部旋转10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
26,其它,下肢,臀部,松动,外旋,仰卧,"练习者平躺在地上，双腿弯曲，双脚平放在地面上，确保身体放松。双手可以放在身体两侧或臀部附近，以便保持稳定。吸气，然后慢慢开始向外旋转左臀部，尽量保持身体平衡。旋转时，注意感受臀部肌肉和内收肌群的拉伸。旋转至最大幅度时，保持几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换右臀部进行。
此动作的主要目标是增强臀部肌肉和内收肌群的力量和灵活性，重点关注臀大肌、臀中肌、臀小肌和内收肌群的参与。同时，这个动作也有助于提高核心肌群的稳定性和骨盆区域的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每个臀部旋转10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
27,其它,下肢,臀部,松动,外旋,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。将双手放在臀部旁边，手掌向下，手指尖向前。吸气，然后慢慢弯曲臀部和膝盖，尽量保持身体平衡。在此过程中，注意保持脊柱的中性位置，避免过度弯曲或伸展。接着，练习者开始旋转臀部，同时轻微向外伸展膝盖，感受臀部肌肉和大腿肌肉的拉伸和收缩。保持这个姿势几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换另一侧进行。
此动作的主要目标是增强臀部肌肉力量和灵活性，同时也有助于提高大腿肌肉的力量和核心肌群的稳定性。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每侧臀部和膝盖重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
28,其它,下肢,臀部,松动,内旋,坐位,"练习者端坐在凳子上，双腿自然伸直或微微弯曲，双脚平放在地面上。确保身体坐直，保持平衡。双手可以放在膝盖上或身体两侧，以便保持稳定。吸气，然后慢慢开始旋转左臀部，尽量保持身体平衡。旋转时，注意感受臀部肌肉的拉伸和收缩。旋转至最大幅度时，保持几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换右臀部进行。
此动作的主要目标是增强臀部肌肉力量和灵活性，重点关注臀大肌、臀中肌和臀小肌的参与。同时，这个动作也有助于提高核心肌群的稳定性和骨盆区域的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每个臀部旋转10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
29,其它,下肢,臀部,松动,内旋,仰卧,"练习者平躺在地上，双腿弯曲，双脚平放在地面上，确保身体放松。双手可以放在身体两侧或臀部附近，以便保持稳定。吸气，然后慢慢开始向内旋转左臀部，尽量保持身体平衡。旋转时，注意感受臀部肌肉和外展肌群的拉伸。旋转至最大幅度时，保持几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换右臀部进行。
此动作的主要目标是增强臀部肌肉和外展肌群的力量和灵活性，重点关注臀大肌、臀中肌、臀小肌和外展肌群的参与。同时，这个动作也有助于提高核心肌群的稳定性和骨盆区域的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每个臀部旋转10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
30,其它,下肢,臀部,松动,内旋,仰卧,"练习者平躺在地上，双腿弯曲，双脚平放在地面上，确保身体放松。双手可以放在身体两侧或臀部附近，以便保持稳定。吸气，然后慢慢开始向外旋转左臀部，尽量保持身体平衡。旋转时，注意感受臀部肌肉的拉伸和收缩。旋转至最大幅度时，保持几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换右臀部进行内旋转。
此动作的主要目标是增强臀部肌肉力量和灵活性，重点关注臀大肌、臀中肌、臀小肌的参与。同时，这个动作也有助于提高核心肌群的稳定性和骨盆区域的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每个臀部旋转10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
31,其它,下肢,臀部,松动,内旋,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。双手可以放在身体两侧或臀部附近，以便保持稳定。吸气，然后慢慢开始向内旋转左臀部，尽量保持身体平衡。旋转时，注意感受臀部肌肉的拉伸和收缩。旋转至最大幅度时，保持几秒钟，然后慢慢将臀部回到起始位置。重复此动作，然后换右臀部进行。
此动作的主要目标是增强臀部肌肉力量和灵活性，重点关注臀大肌、臀中肌、臀小肌的参与。同时，这个动作也有助于提高核心肌群的稳定性和骨盆区域的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每个臀部旋转10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
32,其它,下肢,臀部,松动,内旋,仰卧,"练习者平躺在地上，双腿伸直，双脚平放在地面上，确保身体放松。双手可以放在身体两侧或臀部附近，以便保持稳定。吸气，然后慢慢抬起盆骨，尽量保持身体平衡。在抬起盆骨的同时，将左膝盖向右扭转，直至感受到右臀侧的拉伸。保持几秒钟，然后慢慢将盆骨和膝盖回到起始位置。重复此动作，然后换右膝盖进行左扭转。
此动作的主要目标是增强盆底肌群、核心肌群的稳定性和下肢灵活性。重点关注盆底肌、腹直肌、股四头肌的参与。同时，这个动作也有助于提高脊柱的灵活性和骨盆区域的稳定性。
在进行此康复练习时，建议每周至少进行三次，每次每个膝盖重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
33,其它,下肢,臀部,加强,外展,臀部,"练习者以手肘支撑姿势平躺在地上，双腿伸直，双脚平放在地面上，确保身体平衡。将一只手放在臀部附近以保持稳定，另一只手可以放在身体侧面或上方，用于保持身体平衡。吸气，然后慢慢将一条腿向上抬起，尽量保持身体稳定。将腿向上伸展，直至感受到大腿后侧的拉伸。在此过程中，保持呼吸均匀。然后，慢慢将腿回到起始位置，重复此动作，然后换另一条腿进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。同时，这个动作也有助于提高脊柱的稳定性和髋关节的灵活性。
在进行此康复练习时，建议每周至少进行三次，每次每条腿重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
34,其它,下肢,臀部,加强,外展,站立,"练习者站在一扇敞开的门旁，将弹力带固定在门的手柄上，确保弹力带紧固并安全。将弹力带的另一端套在盆骨上，确保舒适且不会造成不适。吸气，然后在呼气时慢慢将盆骨向外推动，尽量保持身体稳定。在推动盆骨的过程中，注意感受盆骨和臀部肌肉的拉伸。推动至最大幅度时，保持几秒钟，然后慢慢将盆骨回到起始位置，同时吸气。重复此动作，根据个人体能逐渐增加次数。
此动作的主要目标是增强盆底肌群、臀部肌肉和核心肌群的稳定性。重点关注盆底肌、臀大肌、臀中肌的参与。同时，这个动作也有助于提高骨盆区域的灵活性和稳定性。
在进行此康复练习时，建议每周至少进行三次，每次每侧盆骨重复10-15次。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
35,其它,下肢,臀部,加强,外展,站立,"练习者站立于桌子前，双脚与肩同宽，确保身体平衡。将双手放在桌子上，手掌向下，手指尖向前。吸气，慢慢抬起左脚，尽量保持身体稳定。将左脚沿桌子表面缓慢向前移动，直至小腿与桌面平行。在此过程中，保持呼吸均匀。然后，慢慢将左脚回到起始位置，重复此动作，然后换右脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
36,其它,下肢,臀部,加强,外展,站立,"练习者站立于平稳的地面上，双脚与肩同宽，确保身体平衡。将双手放在身体两侧，手掌向下，手指尖向前。吸气，慢慢抬起左脚，尽量保持身体稳定。将左脚沿地面缓慢向前移动，直至小腿与地面平行。在此过程中，保持呼吸均匀。然后，慢慢将左脚回到起始位置，重复此动作，然后换右脚进行。
此动作的主要目标是增强核心肌群、平衡能力和下肢灵活性。重点关注股四头肌、臀大肌和核心稳定肌群的参与。动作执行时，应注意保持脊柱的中性位置，避免过度弯曲或伸展。
在进行此康复练习时，建议每周至少进行三次，每次每只脚重复10-15次，根据个人体能逐渐增加次数。在练习过程中，如感到任何不适，应立即停止并咨询专业医疗人员。",,
